affiliation,level,season,number
CHC,A+,2002,1
CHC,A+,2003,1
CHC,A+,2004,1
CHC,A+,2005,1
CHC,A+,2006,1
CHC,A+,2008,1
CHC,A-,2017,1
CHC,A+,2009,1
CHC,A+,2010,1
CHC,A+,2011,1
CHC,A+,2012,1
CHC,A+,2013,1
CHC,A+,2014,1
CHC,A+,2015,1
CHC,A+,2016,1
CHC,A+,2017,1
CHC,A+,1997,1
CHC,A+,1996,1
CHC,A+,1995,1
CHC,A+,1994,1
CHC,A,2006,1
CHC,A,2007,1
CHC,A,2008,1
CHC,A,2009,1
CHC,A,2010,1
CHC,A,2011,1
CHC,A,2012,1
CHC,A,2013,1
CHC,A,2014,1
CHC,A,2015,1
CHC,A,2016,1
CHC,A,2017,1
CHC,A,2018,1
CHC,A,2019,1
CHC,A,2021,1
CHC,A+,1990,1
CHC,A+,1991,1
CHC,A+,1992,1
CHC,A+,1993,1
CHC,A+,2018,1
CHC,A+,2019,1
CHC,A+,2021,1
CHC,A-,1996,1
CHC,A-,1998,1
CHC,A-,1999,1
CHC,A-,2000,1
CHC,A-,2001,1
CHC,A-,2002,1
CHC,A-,2003,1
CHC,A-,2004,1
CHC,A-,2005,1
CHC,A-,2006,1
CHC,A-,2007,1
CHC,A-,2008,1
CHC,A-,2009,1
CHC,A-,2010,1
CHC,A-,2011,1
CHC,A-,2012,1
CHC,A-,2013,1
CHC,A-,2014,1
CHC,A-,2015,1
CHC,A-,2016,1
CHC,A-,1997,1
CHC,A-,1995,1
CHC,A-,1966,1
CHC,A-,1994,1
CHC,A-,1969,1
CHC,A-,1970,1
CHC,A-,1977,1
CHC,A-,1978,1
CHC,A-,1979,1
CHC,A-,1980,1
CHC,A-,1981,1
CHC,A-,1982,1
CHC,A-,1983,1
CHC,A-,1984,1
CHC,A-,1985,1
CHC,A-,1986,1
CHC,A-,1987,1
CHC,A-,1988,1
CHC,A-,1989,1
CHC,A-,1990,1
CHC,A-,1991,1
CHC,A-,1992,1
CHC,A-,1993,1
CHC,AAA,1960,1
CHC,AAA,1961,1
CHC,AAA,1962,1
CHC,MLB,1930,1
CHC,MLB,1921,1
CHC,MLB,1922,1
CHC,MLB,1923,1
CHC,MLB,1924,1
CHC,MLB,1925,1
CHC,MLB,1926,1
CHC,MLB,1927,1
CHC,MLB,1928,1
CHC,MLB,1929,1
CHC,MLB,1931,1
CHC,MLB,1896,1
CHC,MLB,1932,1
CHC,MLB,1933,1
CHC,MLB,1934,1
CHC,MLB,1935,1
CHC,MLB,1936,1
CHC,MLB,1937,1
CHC,MLB,1938,1
CHC,MLB,1939,1
CHC,MLB,1940,1
CHC,MLB,1920,1
CHC,MLB,1919,1
CHC,MLB,1918,1
CHC,MLB,1917,1
CHC,MLB,1898,1
CHC,MLB,1899,1
CHC,MLB,1900,1
CHC,MLB,1901,1
CHC,MLB,1902,1
CHC,MLB,1903,1
CHC,MLB,1904,1
CHC,MLB,1905,1
CHC,MLB,1906,1
CHC,MLB,1907,1
CHC,MLB,1908,1
CHC,MLB,1909,1
CHC,MLB,1910,1
CHC,MLB,1911,1
CHC,MLB,1912,1
CHC,MLB,1913,1
CHC,MLB,1914,1
CHC,MLB,1915,1
CHC,MLB,1916,1
CHC,MLB,1941,1
CHC,MLB,1942,1
CHC,MLB,1943,1
CHC,MLB,1966,1
CHC,MLB,1968,1
CHC,MLB,1969,1
CHC,MLB,1970,1
CHC,MLB,1971,1
CHC,MLB,1972,1
CHC,MLB,1973,1
CHC,MLB,1974,1
CHC,MLB,1975,1
CHC,MLB,1976,1
CHC,MLB,1977,1
CHC,MLB,1978,1
CHC,MLB,1979,1
CHC,MLB,1980,1
CHC,MLB,1981,1
CHC,MLB,1982,1
CHC,MLB,1983,1
CHC,MLB,1984,1
CHC,MLB,1985,1
CHC,MLB,1986,1
CHC,MLB,1967,1
CHC,MLB,1965,1
CHC,MLB,1944,1
CHC,MLB,1964,1
CHC,MLB,1945,1
CHC,MLB,1946,1
CHC,MLB,1947,1
CHC,MLB,1948,1
CHC,MLB,1949,1
CHC,MLB,1950,1
CHC,MLB,1951,1
CHC,MLB,1952,1
CHC,MLB,1953,1
CHC,MLB,1954,1
CHC,MLB,1955,1
CHC,MLB,1956,1
CHC,MLB,1957,1
CHC,MLB,1958,1
CHC,MLB,1959,1
CHC,MLB,1960,1
CHC,MLB,1961,1
CHC,MLB,1962,1
CHC,MLB,1963,1
CHC,MLB,1897,1
CHC,MLB,1895,1
CHC,AAA,1963,1
CHC,AAA,1996,1
CHC,AAA,1987,1
CHC,AAA,1988,1
CHC,AAA,1989,1
CHC,AAA,1990,1
CHC,AAA,1991,1
CHC,AAA,1992,1
CHC,AAA,1993,1
CHC,AAA,1994,1
CHC,AAA,1995,1
CHC,AAA,1997,1
CHC,MLB,1894,1
CHC,AAA,1998,1
CHC,AAA,1999,1
CHC,AAA,2000,1
CHC,AAA,2001,1
CHC,AAA,2002,1
CHC,AAA,2003,1
CHC,AAA,2004,1
CHC,AAA,2005,1
CHC,AAA,2006,1
CHC,AAA,1986,1
CHC,AAA,1985,1
CHC,AAA,1984,1
CHC,AAA,1983,1
CHC,AAA,1964,1
CHC,AAA,1965,1
CHC,AAA,1966,1
CHC,AAA,1967,1
CHC,AAA,1968,1
CHC,AAA,1969,1
CHC,AAA,1970,1
CHC,AAA,1971,1
CHC,AAA,1972,1
CHC,AAA,1973,1
CHC,AAA,1974,1
CHC,AAA,1975,1
CHC,AAA,1976,1
CHC,AAA,1977,1
CHC,AAA,1978,1
CHC,AAA,1979,1
CHC,AAA,1980,1
CHC,AAA,1981,1
CHC,AAA,1982,1
CHC,AAA,2007,1
CHC,AAA,2008,1
CHC,AAA,2009,1
CHC,FRk,2004,1
CHC,FRk,2006,1
CHC,MLB,1876,1
CHC,MLB,1877,1
CHC,MLB,1878,1
CHC,MLB,1879,1
CHC,MLB,1880,1
CHC,MLB,1881,1
CHC,MLB,1882,1
CHC,MLB,1883,1
CHC,MLB,1884,1
CHC,MLB,1885,1
CHC,MLB,1886,1
CHC,MLB,1887,1
CHC,MLB,1888,1
CHC,MLB,1889,1
CHC,MLB,1890,1
CHC,MLB,1891,1
CHC,MLB,1892,1
CHC,MLB,1893,1
CHC,FRk,2005,1
CHC,FRk,2003,1
CHC,AAA,2010,1
CHC,FRk,2001,1
CHC,AAA,2011,1
CHC,AAA,2012,1
CHC,AAA,2013,1
CHC,AAA,2014,1
CHC,AAA,2015,1
CHC,AAA,2016,1
CHC,AAA,2017,1
CHC,AAA,2018,1
CHC,AAA,2019,1
CHC,AAA,2021,1
CHC,FRk,1992,1
CHC,FRk,1993,1
CHC,FRk,1994,1
CHC,FRk,1995,1
CHC,FRk,1996,1
CHC,FRk,1997,1
CHC,FRk,1998,1
CHC,FRk,1999,1
CHC,FRk,2000,1
CHW,AAA,2017,1
CHW,AAA,2018,1
CHW,AAA,2019,1
CIN,MLB,1913,1
CIN,MLB,1904,1
CIN,MLB,1905,1
CIN,MLB,1906,1
CIN,MLB,1907,1
CIN,MLB,1908,1
CIN,MLB,1909,1
CIN,MLB,1910,1
CIN,MLB,1911,1
CIN,MLB,1912,1
CIN,MLB,1914,1
CIN,MLB,1925,1
CIN,MLB,1915,1
CIN,MLB,1916,1
CIN,MLB,1917,1
CIN,MLB,1918,1
CIN,MLB,1919,1
CIN,MLB,1920,1
CIN,MLB,1921,1
CIN,MLB,1922,1
CIN,MLB,1923,1
CIN,MLB,1903,1
CIN,MLB,1902,1
CIN,MLB,1901,1
CIN,MLB,1900,1
CIN,FRk,2021,1
CIN,MLB,1882,1
CIN,MLB,1883,1
CIN,MLB,1884,1
CIN,MLB,1885,1
CIN,MLB,1886,1
CIN,MLB,1887,1
CIN,MLB,1888,1
CIN,MLB,1889,1
CIN,MLB,1890,1
CIN,MLB,1891,1
CIN,MLB,1892,1
CIN,MLB,1893,1
CIN,MLB,1894,1
CIN,MLB,1895,1
CIN,MLB,1896,1
CIN,MLB,1897,1
CIN,MLB,1898,1
CIN,MLB,1899,1
CIN,MLB,1924,1
CIN,MLB,1926,1
CHW,AAA,2021,1
CIN,MLB,1960,1
CIN,MLB,1951,1
CIN,MLB,1952,1
CIN,MLB,1953,1
CIN,MLB,1954,1
CIN,MLB,1955,1
CIN,MLB,1956,1
CIN,MLB,1957,1
CIN,MLB,1958,1
CIN,MLB,1959,1
CIN,MLB,1961,1
CIN,MLB,1927,1
CIN,MLB,1962,1
CIN,MLB,1963,1
CIN,MLB,1964,1
CIN,MLB,1965,1
CIN,MLB,1966,1
CIN,MLB,1967,1
CIN,MLB,1968,1
CIN,MLB,1969,1
CIN,MLB,1970,1
CIN,MLB,1950,1
CIN,MLB,1949,1
CIN,MLB,1948,1
CIN,MLB,1947,1
CIN,MLB,1928,1
CIN,MLB,1929,1
CIN,MLB,1930,1
CIN,MLB,1931,1
CIN,MLB,1932,1
CIN,MLB,1933,1
CIN,MLB,1934,1
CIN,MLB,1935,1
CIN,MLB,1936,1
CIN,MLB,1937,1
CIN,MLB,1938,1
CIN,MLB,1939,1
CIN,MLB,1940,1
CIN,MLB,1941,1
CIN,MLB,1942,1
CIN,MLB,1943,1
CIN,MLB,1944,1
CIN,MLB,1945,1
CIN,MLB,1946,1
CIN,FRk,2019,1
CIN,FRk,2018,1
CIN,FRk,2009,1
CIN,AAA,1967,1
CIN,AAA,1950,1
CIN,AAA,1955,1
CIN,AAA,1956,1
CIN,AAA,1957,1
CIN,AAA,1962,1
CIN,AAA,1963,1
CIN,AAA,1964,1
CIN,AAA,1965,1
CIN,AAA,1966,1
CIN,AAA,1968,1
CIN,FRk,2001,1
CIN,AAA,1969,1
CIN,AAA,1970,1
CIN,AAA,1971,1
CIN,AAA,1972,1
CIN,AAA,1973,1
CIN,AAA,1974,1
CIN,AAA,1975,1
CIN,AAA,1976,1
CIN,AAA,1977,1
CIN,AAA,1949,1
CIN,AAA,1948,1
CIN,AAA,1947,1
CIN,AAA,1946,1
CIN,AA,2002,1
CIN,AA,2003,1
CIN,AA,2004,1
CIN,AA,2005,1
CIN,AA,2006,1
CIN,AA,2007,1
CIN,AA,2008,1
CIN,AA,2009,1
CIN,AA,2010,1
CIN,AA,2011,1
CIN,AA,2012,1
CIN,AA,2013,1
CIN,AA,2014,1
CIN,AA,2015,1
CIN,AA,2016,1
CIN,AA,2017,1
CIN,AA,2018,1
CIN,AA,2019,1
CIN,AA,2021,1
CIN,AAA,1978,1
CIN,AAA,1979,1
CIN,AAA,1980,1
CIN,AAA,2003,1
CIN,AAA,2005,1
CIN,AAA,2006,1
CIN,AAA,2007,1
CIN,AAA,2008,1
CIN,AAA,2009,1
CIN,AAA,2010,1
CIN,AAA,2011,1
CIN,AAA,2012,1
CIN,AAA,2013,1
CIN,AAA,2014,1
CIN,AAA,2015,1
CIN,AAA,2016,1
CIN,AAA,2017,1
CIN,AAA,2018,1
CIN,AAA,2019,1
CIN,AAA,2021,1
CIN,FRk,1998,1
CIN,FRk,1999,1
CIN,FRk,2000,1
CIN,AAA,2004,1
CIN,AAA,2002,1
CIN,AAA,1981,1
CIN,AAA,2001,1
CIN,AAA,1982,1
CIN,AAA,1983,1
CIN,AAA,1984,1
CIN,AAA,1985,1
CIN,AAA,1986,1
CIN,AAA,1987,1
CIN,AAA,1988,1
CIN,AAA,1989,1
CIN,AAA,1990,1
CIN,AAA,1991,1
CIN,AAA,1992,1
CIN,AAA,1993,1
CIN,AAA,1994,1
CIN,AAA,1995,1
CIN,AAA,1996,1
CIN,AAA,1997,1
CIN,AAA,1998,1
CIN,AAA,1999,1
CIN,AAA,2000,1
CIN,MLB,1971,1
CIN,MLB,1972,1
CIN,MLB,1973,1
CLE,A,1985,1
CLE,A,1976,1
CLE,A,1977,1
CLE,A,1978,1
CLE,A,1979,1
CLE,A,1980,1
CLE,A,1981,1
CLE,A,1982,1
CLE,A,1983,1
CLE,A,1984,1
CLE,A,1986,1
CLE,A,1940,1
CLE,A,1989,1
CLE,A,1991,1
CLE,A,1992,1
CLE,A,1993,1
CLE,A,1994,1
CLE,A,1995,1
CLE,A,1996,1
CLE,A,1997,1
CLE,A,1998,1
CLE,A,1975,1
CLE,A,1974,1
CLE,A,1973,1
CLE,A,1972,1
CLE,A,1942,1
CLE,A,1943,1
CLE,A,1944,1
CLE,A,1945,1
CLE,A,1946,1
CLE,A,1947,1
ANA,Rk,2000,1
CLE,A,1953,1
CLE,A,1954,1
CLE,A,1955,1
CLE,A,1956,1
CLE,A,1957,1
CLE,A,1958,1
CLE,A,1959,1
CLE,A,1960,1
CLE,A,1961,1
CLE,A,1962,1
ANA,Rk,1999,1
CLE,A,1971,1
CLE,A,1999,1
CLE,A,2000,1
CLE,A,2001,1
CLE,A+,1994,1
CLE,A+,1996,1
CLE,A+,1997,1
CLE,A+,1998,1
CLE,A+,1999,1
CLE,A+,2000,1
CLE,A+,2001,1
CLE,A+,2002,1
CLE,A+,2003,1
CLE,A+,2004,1
CLE,A+,2005,1
CLE,A+,2006,1
CLE,A+,2007,1
CLE,A+,2008,1
CLE,A+,2009,1
CLE,A+,2010,1
CLE,A+,2011,1
CLE,A+,2012,1
CLE,A+,2013,1
CLE,A+,2014,1
CLE,A+,1995,1
CLE,A+,1993,1
CLE,A,2002,1
CLE,A+,1992,1
CLE,A,2003,1
CLE,A,2004,1
CLE,A,2005,1
CLE,A,2006,1
CLE,A,2007,1
CLE,A,2008,1
CLE,A,2009,1
CLE,A,2010,1
CLE,A,2011,1
CLE,A,2012,1
CLE,A,2013,1
CLE,A,2014,1
CLE,A,2015,1
CLE,A,2016,1
CLE,A,2017,1
CLE,A,2018,1
CLE,A,2019,1
CLE,A,2021,1
CLE,A+,1991,1
CLE,A,1941,1
CLE,A,1939,1
CIN,MLB,1974,1
CIN,MLB,2007,1
CIN,MLB,1998,1
CIN,MLB,1999,1
CIN,MLB,2000,1
CIN,MLB,2001,1
CIN,MLB,2002,1
CIN,MLB,2003,1
CIN,MLB,2004,1
CIN,MLB,2005,1
CIN,MLB,2006,1
CIN,MLB,2008,1
CLE,A,1935,1
CIN,MLB,2009,1
CIN,MLB,2010,1
CIN,MLB,2011,1
CIN,MLB,2012,1
CIN,MLB,2013,1
CIN,MLB,2014,1
CIN,MLB,2015,1
CIN,MLB,2016,1
CIN,MLB,2017,1
CIN,MLB,1997,1
CIN,MLB,1996,1
CIN,MLB,1995,1
CIN,MLB,1994,1
CIN,MLB,1975,1
CIN,MLB,1976,1
CIN,MLB,1977,1
CIN,MLB,1978,1
CIN,MLB,1979,1
CIN,MLB,1980,1
CIN,MLB,1981,1
CIN,MLB,1982,1
CIN,MLB,1983,1
CIN,MLB,1984,1
CIN,MLB,1985,1
CIN,MLB,1986,1
CIN,MLB,1987,1
CIN,MLB,1988,1
CIN,MLB,1989,1
CIN,MLB,1990,1
CIN,MLB,1991,1
CIN,MLB,1992,1
CIN,MLB,1993,1
CIN,MLB,2018,1
CIN,MLB,2019,1
CIN,MLB,2020,1
CIN,Rk,1967,1
CIN,Rk,1969,1
CIN,Rk,1970,1
CIN,Rk,1971,1
CIN,Rk,1973,1
CIN,Rk,1974,1
CIN,Rk,1975,1
CIN,Rk,1976,1
CIN,Rk,1977,1
CIN,Rk,1978,1
CIN,Rk,1979,1
CIN,Rk,1980,1
CIN,Rk,1981,1
CIN,Rk,1982,1
CIN,Rk,1983,1
CIN,Rk,1997,1
CIN,Rk,1998,1
CIN,Rk,2021,1
CLE,A,1933,1
CLE,A,1934,1
CIN,Rk,1968,1
CIN,Other,1977,1
CIN,MLB,2021,1
CIN,Other,1976,1
CIN,Other,1932,1
CIN,Other,1933,1
ARI,A,2003,1
ARI,A,2002,1
ARI,A,2001,1
ARI,A,2000,1
ARI,A,1999,1
ARI,A,1998,1
ANA,Rk,2021,1
CIN,Other,1943,1
CIN,Other,1944,1
CIN,Other,1963,1
CIN,Other,1967,1
CIN,Other,1968,1
CIN,Other,1969,1
CIN,Other,1970,1
CIN,Other,1971,1
CIN,Other,1972,1
CIN,Other,1973,1
CIN,AA,2001,1
CIN,AA,2000,1
CIN,AA,1999,1
CHW,MLB,2002,1
CHW,MLB,1993,1
CHW,MLB,1994,1
CHW,MLB,1995,1
CHW,MLB,1996,1
CHW,MLB,1997,1
CHW,MLB,1998,1
CHW,MLB,1999,1
CHW,MLB,2000,1
CHW,MLB,2001,1
CHW,MLB,2003,1
CHW,MLB,1968,1
CHW,MLB,2004,1
CHW,MLB,2005,1
CHW,MLB,2006,1
CHW,MLB,2007,1
CHW,MLB,2008,1
CHW,MLB,2009,1
CHW,MLB,2010,1
CHW,MLB,2011,1
CHW,MLB,2012,1
CHW,MLB,1992,1
CHW,MLB,1991,1
CHW,MLB,1990,1
CHW,MLB,1989,1
CHW,MLB,1970,1
CHW,MLB,1971,1
CHW,MLB,1972,1
CHW,MLB,1973,1
CHW,MLB,1974,1
CHW,MLB,1975,1
CHW,MLB,1976,1
CHW,MLB,1977,1
CHW,MLB,1978,1
CHW,MLB,1979,1
CHW,MLB,1980,1
CHW,MLB,1981,1
CHW,MLB,1982,1
CHW,MLB,1983,1
CHW,MLB,1984,1
CHW,MLB,1985,1
CHW,MLB,1986,1
CHW,MLB,1987,1
CHW,MLB,1988,1
CHW,MLB,2013,1
CHW,MLB,2014,1
CHW,MLB,2015,1
ARI,A,2017,1
ARI,A,2015,1
ARI,A,2014,1
ARI,A,2013,1
ARI,A,2012,1
ARI,A,2011,1
ARI,A,2010,1
ARI,A,2009,1
ARI,A,2008,1
ARI,A,2007,1
ARI,A,2006,1
CHW,Other,1963,1
CHW,Other,1964,1
CHW,Other,1965,1
CHW,Other,1966,1
CHW,Other,1967,1
CHW,Other,1968,1
CHW,Other,1969,1
CHW,Other,1970,1
CHW,Other,1971,1
ARI,A,2016,1
ARI,A,2018,1
CHW,MLB,2016,1
ARI,A,2019,1
CHW,MLB,2017,1
CHW,MLB,2018,1
CHW,MLB,2019,1
CHW,MLB,2020,1
CHW,MLB,2021,1
CHW,Other,1932,1
CHW,Other,1934,1
ARI,A+,2006,1
ARI,A+,2005,1
ARI,A+,2004,1
ARI,A+,2003,1
ARI,A+,2002,1
ARI,A+,2001,1
ARI,A+,2000,1
CHW,Other,1944,1
CHW,Other,1945,1
ARI,A+,1999,1
ARI,A+,1998,1
ARI,A,2021,1
CHW,MLB,1969,1
CHW,MLB,1967,1
CHW,Other,1977,1
CHW,MLB,1909,1
CHW,FRk,2021,1
CHW,MLB,1901,1
CHW,MLB,1902,1
CHW,MLB,1903,1
CHW,MLB,1904,1
CHW,MLB,1905,1
CHW,MLB,1906,1
CHW,MLB,1907,1
CHW,MLB,1908,1
CHW,MLB,1910,1
CHW,MLB,1966,1
CHW,MLB,1911,1
CHW,MLB,1912,1
CHW,MLB,1913,1
CHW,MLB,1914,1
CHW,MLB,1915,1
CHW,MLB,1916,1
CHW,MLB,1917,1
CHW,MLB,1918,1
CHW,MLB,1919,1
CHW,FRk,2019,1
CHW,FRk,2018,1
CHW,FRk,2017,1
CHW,FRk,2016,1
CHW,FRk,1992,1
CHW,FRk,1993,1
CHW,FRk,1995,1
CHW,FRk,1996,1
CHW,FRk,1998,1
CHW,FRk,1999,1
CHW,FRk,2000,1
CHW,FRk,2001,1
CHW,FRk,2002,1
CHW,FRk,2003,1
CHW,FRk,2004,1
CHW,FRk,2005,1
CHW,FRk,2009,1
CHW,FRk,2010,1
CHW,FRk,2011,1
CHW,FRk,2012,1
CHW,FRk,2013,1
CHW,FRk,2014,1
CHW,FRk,2015,1
CHW,MLB,1920,1
CHW,MLB,1921,1
CHW,MLB,1922,1
CHW,MLB,1945,1
CHW,MLB,1947,1
CHW,MLB,1948,1
CHW,MLB,1949,1
CHW,MLB,1950,1
CHW,MLB,1951,1
CHW,MLB,1952,1
CHW,MLB,1953,1
CHW,MLB,1954,1
CHW,MLB,1955,1
CHW,MLB,1956,1
CHW,MLB,1957,1
CHW,MLB,1958,1
CHW,MLB,1959,1
CHW,MLB,1960,1
CHW,MLB,1961,1
CHW,MLB,1962,1
CHW,MLB,1963,1
CHW,MLB,1964,1
CHW,MLB,1965,1
CHW,MLB,1946,1
CHW,MLB,1944,1
CHW,MLB,1923,1
CHW,MLB,1943,1
CHW,MLB,1924,1
CHW,MLB,1925,1
CHW,MLB,1926,1
CHW,MLB,1927,1
CHW,MLB,1928,1
CHW,MLB,1929,1
CHW,MLB,1930,1
CHW,MLB,1931,1
CHW,MLB,1932,1
CHW,MLB,1933,1
CHW,MLB,1934,1
CHW,MLB,1935,1
CHW,MLB,1936,1
CHW,MLB,1937,1
CHW,MLB,1938,1
CHW,MLB,1939,1
CHW,MLB,1940,1
CHW,MLB,1941,1
CHW,MLB,1942,1
CHW,Other,1973,1
CHW,Rk,1964,1
CIN,AA,1998,1
CIN,AA,1937,1
CIN,A-,1978,1
CIN,A-,1979,1
CIN,A-,1980,1
CIN,A-,1981,1
CIN,A-,1982,1
CIN,A-,1983,1
CIN,AA,1934,1
CIN,AA,1935,1
CIN,AA,1936,1
CIN,AA,1938,1
CIN,A+,2007,1
CIN,AA,1939,1
CIN,AA,1940,1
CIN,AA,1941,1
CIN,AA,1942,1
CIN,AA,1943,1
CIN,AA,1944,1
CIN,AA,1945,1
CIN,AA,1948,1
CIN,AA,1949,1
CIN,A-,1977,1
CIN,A-,1976,1
CIN,A-,1975,1
CIN,A-,1974,1
CIN,A+,2009,1
CIN,A+,2010,1
CIN,A+,2011,1
CIN,A+,2012,1
CIN,A+,2013,1
CIN,A+,2014,1
CIN,A+,2015,1
CIN,A+,2016,1
CIN,A+,2017,1
CIN,A+,2018,1
CIN,A+,2019,1
CIN,A+,2021,1
CIN,A-,1966,1
CIN,A-,1967,1
CIN,A-,1968,1
CIN,A-,1969,1
CIN,A-,1970,1
CIN,A-,1971,1
CIN,A-,1973,1
CIN,AA,1950,1
CIN,AA,1951,1
CIN,AA,1952,1
CIN,AA,1977,1
CIN,AA,1979,1
CIN,AA,1980,1
CIN,AA,1981,1
CIN,AA,1982,1
CIN,AA,1983,1
CIN,AA,1984,1
CIN,AA,1985,1
CIN,AA,1986,1
CIN,AA,1987,1
CIN,AA,1988,1
CIN,AA,1989,1
CIN,AA,1990,1
CIN,AA,1991,1
CIN,AA,1992,1
CIN,AA,1993,1
CIN,AA,1994,1
CIN,AA,1995,1
CIN,AA,1996,1
CIN,AA,1997,1
CIN,AA,1978,1
CIN,AA,1976,1
CIN,AA,1953,1
CIN,AA,1975,1
CIN,AA,1954,1
CIN,AA,1955,1
CIN,AA,1956,1
CIN,AA,1957,1
CIN,AA,1958,1
CIN,AA,1959,1
CIN,AA,1960,1
CIN,AA,1963,1
CIN,AA,1964,1
CIN,AA,1965,1
CIN,AA,1966,1
CIN,AA,1967,1
CIN,AA,1968,1
CIN,AA,1969,1
CIN,AA,1970,1
CIN,AA,1971,1
CIN,AA,1972,1
CIN,AA,1973,1
CIN,AA,1974,1
CIN,A+,2008,1
CIN,A+,2006,1
CHW,Rk,1965,1
CIN,A,1946,1
CHW,Rk,1991,1
CHW,Rk,1992,1
CHW,Rk,1993,1
CHW,Rk,1994,1
CHW,Rk,2021,1
CIN,A,1933,1
CIN,A,1934,1
CIN,A,1938,1
CIN,A,1939,1
CIN,A,1947,1
CIN,A+,2005,1
CIN,A,1948,1
CIN,A,1952,1
CIN,A,1953,1
CIN,A,1954,1
CIN,A,1955,1
CIN,A,1956,1
CIN,A,1957,1
CIN,A,1959,1
CIN,A,1960,1
CHW,Rk,1990,1
CHW,Rk,1989,1
CHW,Rk,1988,1
CHW,Rk,1987,1
CHW,Rk,1966,1
CHW,Rk,1967,1
CHW,Rk,1968,1
CHW,Rk,1969,1
CHW,Rk,1970,1
CHW,Rk,1971,1
CHW,Rk,1972,1
CHW,Rk,1973,1
CHW,Rk,1974,1
CHW,Rk,1975,1
CHW,Rk,1976,1
CHW,Rk,1977,1
CHW,Rk,1980,1
CHW,Rk,1981,1
CHW,Rk,1982,1
CHW,Rk,1983,1
CHW,Rk,1984,1
CHW,Rk,1985,1
CHW,Rk,1986,1
CIN,A,1961,1
CIN,A,1962,1
ARI,A,2005,1
CIN,A,2008,1
CIN,A,2010,1
CIN,A,2011,1
CIN,A,2012,1
CIN,A,2013,1
CIN,A,2014,1
CIN,A,2015,1
CIN,A,2016,1
CIN,A,2017,1
CIN,A,2018,1
CIN,A,2019,1
CIN,A,2021,1
CIN,A+,1993,1
CIN,A+,1994,1
CIN,A+,1995,1
CIN,A+,1996,1
CIN,A+,2001,1
CIN,A+,2002,1
CIN,A+,2003,1
CIN,A+,2004,1
CIN,A,2009,1
CIN,A,2007,1
ARI,A,2004,1
CIN,A,2006,1
CIN,A,1967,1
CIN,A,1968,1
CIN,A,1969,1
CIN,A,1970,1
CIN,A,1971,1
CIN,A,1972,1
CIN,A,1973,1
CIN,A,1974,1
CIN,A,1975,1
CIN,A,1976,1
CIN,A,1993,1
CIN,A,1994,1
CIN,A,1995,1
CIN,A,1996,1
CIN,A,2001,1
CIN,A,2002,1
CIN,A,2003,1
CIN,A,2004,1
CIN,A,2005,1
CHC,A,2005,1
CHC,A,2003,1
CLE,A+,2016,1
BAL,A,1984,1
ARI,FRk,2010,1
ARI,FRk,2009,1
BAL,A,1976,1
BAL,A,1977,1
BAL,A,1978,1
BAL,A,1979,1
BAL,A,1980,1
BAL,A,1982,1
BAL,A,1983,1
BAL,A,1985,1
BAL,A,1998,1
BAL,A,1986,1
BAL,A,1987,1
BAL,A,1988,1
BAL,A,1989,1
BAL,A,1990,1
BAL,A,1991,1
BAL,A,1992,1
BAL,A,1993,1
BAL,A,1994,1
ARI,FRk,2011,1
BAL,A,1962,1
BAL,A,1958,1
BAL,A,1957,1
ARI,FRk,2014,1
ATL,Rk,2021,1
BAL,A,1928,1
BAL,A,1929,1
BAL,A,1930,1
BAL,A,1931,1
BAL,A,1932,1
BAL,A,1934,1
BAL,A,1935,1
BAL,A,1937,1
BAL,A,1945,1
BAL,A,1946,1
BAL,A,1947,1
BAL,A,1948,1
BAL,A,1949,1
BAL,A,1950,1
BAL,A,1952,1
BAL,A,1955,1
BAL,A,1956,1
BAL,A,1997,1
BAL,A,1999,1
ATL,MLB,1974,1
BAL,A+,2004,1
BAL,A+,1993,1
BAL,A+,1994,1
BAL,A+,1997,1
BAL,A+,1998,1
BAL,A+,1999,1
BAL,A+,2000,1
BAL,A+,2001,1
BAL,A+,2002,1
BAL,A+,2003,1
BAL,A+,2005,1
BAL,A,2000,1
BAL,A+,2006,1
BAL,A+,2007,1
BAL,A+,2008,1
BAL,A+,2009,1
BAL,A+,2010,1
BAL,A+,2011,1
BAL,A+,2012,1
BAL,A+,2013,1
BAL,A+,2014,1
BAL,A+,1992,1
BAL,A+,1991,1
BAL,A+,1990,1
BAL,A,2021,1
BAL,A,2001,1
BAL,A,2002,1
BAL,A,2003,1
BAL,A,2004,1
BAL,A,2005,1
BAL,A,2006,1
BAL,A,2007,1
BAL,A,2008,1
BAL,A,2009,1
BAL,A,2010,1
BAL,A,2011,1
BAL,A,2012,1
BAL,A,2013,1
BAL,A,2014,1
BAL,A,2015,1
BAL,A,2016,1
BAL,A,2017,1
BAL,A,2018,1
BAL,A,2019,1
ARI,FRk,2015,1
ATL,Rk,1981,1
ATL,Rk,1980,1
ATL,MLB,2008,1
ATL,MLB,1999,1
ATL,MLB,2000,1
ATL,MLB,2001,1
ATL,MLB,2002,1
ATL,MLB,2003,1
ATL,MLB,2004,1
ATL,MLB,2005,1
ATL,MLB,2006,1
ATL,MLB,2007,1
ATL,MLB,2009,1
ATL,Rk,1975,1
ATL,MLB,2010,1
ATL,MLB,2011,1
ATL,MLB,2012,1
ATL,MLB,2013,1
ATL,MLB,2014,1
ATL,MLB,2015,1
